"","user_id","status_id","created_at","screen_name","text","is_quote","is_retweet","hashtags","lang","quoted_location","retweet_location","name","location","account_lang","hashtag","arg","Clasific"
"54","1311584120","1153425614940061699",2019-07-22 22:04:30,"Estudio_Noguer","""te van envenenando de poco. los #ultraprocesados no son tóxicos agudos, sino productos insanos crónicos"".
conocé más verdades sobre tu alimentación en #comécomidareal de carlos ríos @nutri_rivers  <U+0001F966><U+0001F34E> https://t.co/d3iozt2ufa",FALSE,TRUE,
